SEXUA,IZENA,ABIZENA,ADINA,ADIN TARTEA,ESKARMENTUA,ALTUERA,MASA,MAILA,ESTILOA,PRESA
Gizona,JUAN,MARTINEZ,22.0,Gaztea,3.0,187.0,68.47,Aurreratua,Estatikoa,Pinch
Emakumea,MONICA,VARGAS,55.0,Heldua,7.0,157.0,76.24,Erdikoa,Dinamikoa,Sloper
Emakumea,ANE,RAMIREZ,24.0,Gaztea,4.0,158.0,67.46,Erdikoa,Estatikoa,Jug
Emakumea,DOLORES,SOTO,20.0,Nerabea,8.0,170.0,61.63,Erdikoa,Dinamikoa,Sloper
Gizona,JOSE ANTONIO,FERNANDEZ,32.0,Gaztea,3.0,177.0,68.03,Aurreratua,Estatikoa,Crimp
Gizona,JOSE LUIS,DURAN,21.0,Gaztea,5.0,183.0,88.2,Erdikoa,Estatikoa,Sloper
Gizona,FRANCISCO JAVIER,LEON,19.0,Nerabea,10.0,179.0,65.18,Profesionala,Dinamikoa,Edge
Emakumea,MARIA ISABEL,RAMOS,29.0,Gaztea,8.0,153.0,73.46,Aurreratua,Dinamikoa,Sloper
Gizona,ALFONSO,GARCIA,25.0,Gaztea,3.0,187.0,78.73,Erdikoa,Estatikoa,Pinch
Gizona,GORKA,REYES,20.0,Nerabea,1.0,172.0,68.36,Hasiberria,Estatikoa,Jug
Emakumea,SARA,JIMENEZ,23.0,Gaztea,2.0,168.0,62.12,Aurreratua,Dinamikoa,Jug
Gizona,GORKA,JIMENEZ,48.0,Heldua,14.0,170.0,81.45,Profesionala,Estatikoa,Crimp
Gizona,IBAI,CAMPOS,20.0,Nerabea,4.0,172.0,62.99,Aurreratua,Dinamikoa,Sloper
Gizona,JUAN CARLOS,VIDAL,42.0,Heldua,7.0,176.0,76.94,Aurreratua,Dinamikoa,Pinch
Emakumea,ANGELES,RUBIO,36.0,Heldua,9.0,162.0,70.49,Elitea,Estatikoa,Mono
Gizona,ANDER,VARGAS,16.0,Nerabea,5.0,167.0,64.88,Hasiberria,Nahasia,Pinch
Gizona,ALEJANDRO,SAEZ,17.0,Nerabea,7.0,180.0,64.86,Elitea,Estatikoa,Volume
Gizona,OSCAR,LOZANO,16.0,Nerabea,6.0,168.0,57.48,Profesionala,Estatikoa,Crimp
Emakumea,IRATXE,LORENZO,33.0,Gaztea,3.0,174.0,59.37,Aurreratua,Dinamikoa,Sloper
Emakumea,JUNE,SAEZ,15.0,Nerabea,7.0,155.0,69.58,Elitea,Estatikoa,Sloper
Gizona,MARKEL,NAVARRO,15.0,Nerabea,11.0,170.0,76.29,Aurreratua,Dinamikoa,Pinch
Gizona,JUAN,MARQUEZ,33.0,Gaztea,10.0,169.0,78.5,Aurreratua,Estatikoa,Sloper
Emakumea,ISABEL,DIEZ,16.0,Nerabea,13.0,156.0,69.28,Aurreratua,Dinamikoa,Crimp
Gizona,LUIS,SERRANO,20.0,Nerabea,9.0,177.0,53.13,Aurreratua,Estatikoa,Pinch
Gizona,LUIS,VELASCO,32.0,Gaztea,5.0,184.0,73.37,Erdikoa,Dinamikoa,Pinch
Gizona,JUAN,MOYA,19.0,Nerabea,0.0,161.0,51.93,Hasiberria,Dinamikoa,Pinch
Gizona,MANUEL,MARTIN,35.0,Gaztea,0.0,178.0,80.25,Aurreratua,Nahasia,Crimp
Gizona,FRANCISCO,LOPEZ,14.0,Nerabea,6.0,170.0,65.8,Profesionala,Dinamikoa,Mono
Emakumea,RAQUEL,SANZ,23.0,Gaztea,2.0,170.0,55.07,Erdikoa,Dinamikoa,Edge
Gizona,ENEKO,LEON,31.0,Gaztea,1.0,190.0,77.12,Aurreratua,Dinamikoa,Crack
Emakumea,CARMEN,VICENTE,26.0,Gaztea,4.0,160.0,76.08,Erdikoa,Dinamikoa,Pocket
Emakumea,MARIA ISABEL,SANTIAGO,19.0,Nerabea,1.0,150.0,55.85,Hasiberria,Nahasia,Sloper
Emakumea,MARIA ANGELES,SANTANA,35.0,Gaztea,0.0,161.0,69.77,Hasiberria,Estatikoa,Pinch
Gizona,MIGUEL ANGEL,TORRES,24.0,Gaztea,0.0,183.0,80.01,Hasiberria,Estatikoa,Jug
Gizona,JAVIER,LOPEZ,21.0,Gaztea,0.0,169.0,60.01,Hasiberria,Estatikoa,Crimp
Gizona,FRANCISCO JAVIER,FERNANDEZ,16.0,Nerabea,8.0,162.0,60.37,Aurreratua,Estatikoa,Jug
Emakumea,MARIA ISABEL,PARRA,28.0,Gaztea,2.0,162.0,73.79,Erdikoa,Estatikoa,Jug
Gizona,LUIS,MORENO,28.0,Gaztea,2.0,170.0,71.13,Hasiberria,Estatikoa,Pinch
Emakumea,MARTA,GUERRERO,20.0,Nerabea,8.0,145.0,52.5,Aurreratua,Estatikoa,Crimp
Gizona,JOSE MANUEL,FUENTES,21.0,Gaztea,7.0,171.0,85.51,Aurreratua,Nahasia,Pinch
Emakumea,MERCEDES,GUERRERO,36.0,Heldua,25.0,160.0,66.13,Aurreratua,Nahasia,Pinch
Emakumea,ELENA,DELGADO,20.0,Nerabea,6.0,148.0,72.35,Erdikoa,Nahasia,Mono
Emakumea,MARIA CARMEN,SERRANO,42.0,Heldua,7.0,165.0,76.21,Profesionala,Dinamikoa,Crimp
Gizona,RAMON,LEON,23.0,Gaztea,2.0,170.0,75.52,Erdikoa,Dinamikoa,Jug
Gizona,VICENTE,FLORES,52.0,Heldua,8.0,186.0,70.76,Elitea,Dinamikoa,Sloper
Gizona,MANUEL,VARGAS,24.0,Gaztea,9.0,168.0,63.69,Aurreratua,Nahasia,Jug
Emakumea,JULIA,MEDINA,18.0,Nerabea,1.0,156.0,60.47,Erdikoa,Dinamikoa,Sloper
Gizona,RAMON,MONTERO,31.0,Gaztea,3.0,177.0,65.23,Hasiberria,Estatikoa,Crimp
Emakumea,LEIRE,BENITEZ,14.0,Nerabea,4.0,164.0,57.71,Profesionala,Dinamikoa,Jug
Emakumea,ELENA,PARRA,34.0,Gaztea,5.0,178.0,76.09,Erdikoa,Nahasia,Jug
Emakumea,ANA MARIA,SAEZ,18.0,Nerabea,10.0,160.0,46.89,Profesionala,Dinamikoa,Jug
Emakumea,AMPARO,MORALES,15.0,Nerabea,6.0,164.0,61.56,Erdikoa,Dinamikoa,Volume
Gizona,JOSE LUIS,SUAREZ,38.0,Heldua,4.0,173.0,79.14,Erdikoa,Dinamikoa,Crimp
Gizona,RAMON,GONZALEZ,25.0,Gaztea,2.0,180.0,75.65,Profesionala,Estatikoa,Mono
Emakumea,MARIA JOSEFA,LEON,37.0,Heldua,8.0,161.0,69.52,Profesionala,Nahasia,Crimp
Gizona,ANDRES,VICENTE,27.0,Gaztea,0.0,182.0,83.65,Hasiberria,Dinamikoa,Pinch
Emakumea,NEREA,ORTIZ,29.0,Gaztea,7.0,178.0,69.86,Erdikoa,Estatikoa,Crimp
Emakumea,LAURA,PEÑA,14.0,Nerabea,2.0,170.0,66.61,Erdikoa,Estatikoa,Jug
Emakumea,CONSUELO,ALONSO,19.0,Nerabea,9.0,165.0,49.7,Aurreratua,Nahasia,Volume
Emakumea,CONCEPCION,GARCIA,26.0,Gaztea,7.0,167.0,64.78,Aurreratua,Dinamikoa,Sloper
Gizona,JAVIER,ROJAS,33.0,Gaztea,3.0,173.0,65.74,Erdikoa,Estatikoa,Crimp
Emakumea,MARIA LLANOS,MUÑOZ,15.0,Nerabea,2.0,155.0,62.02,Profesionala,Estatikoa,Pinch
Gizona,ANTONIO,MARTIN,22.0,Gaztea,0.0,187.0,73.58,Hasiberria,Nahasia,Sloper
Emakumea,FRANCISCA,RUIZ,27.0,Gaztea,16.0,165.0,60.31,Aurreratua,Nahasia,Jug
Emakumea,LUCIA,VICENTE,33.0,Gaztea,4.0,158.0,64.94,Aurreratua,Estatikoa,Crimp
Emakumea,MARIA CARMEN,SANZ,23.0,Gaztea,4.0,177.0,73.22,Aurreratua,Estatikoa,Crimp
Gizona,LUIS,MARIN,35.0,Gaztea,2.0,177.0,68.53,Aurreratua,Nahasia,Jug
Emakumea,SUSANA,MORALES,30.0,Gaztea,8.0,175.0,80.01,Erdikoa,Estatikoa,Crimp
Gizona,JOSE ANTONIO,SUAREZ,36.0,Heldua,2.0,180.0,85.38,Aurreratua,Dinamikoa,Crack
Gizona,MARKEL,DIEZ,27.0,Gaztea,0.0,181.0,61.5,Hasiberria,Estatikoa,Crimp
Gizona,FRANCISCO JAVIER,VARGAS,38.0,Heldua,5.0,171.0,84.84,Hasiberria,Nahasia,Sloper
Gizona,JOSE MIGUEL,CANO,17.0,Nerabea,7.0,165.0,66.23,Elitea,Estatikoa,Pinch
Emakumea,MARIA CARMEN,LEON,32.0,Gaztea,5.0,167.0,73.69,Erdikoa,Nahasia,Crimp
Gizona,PABLO,SANTANA,17.0,Nerabea,7.0,163.0,58.01,Aurreratua,Dinamikoa,Mono
Gizona,ANGEL,SOLER,22.0,Gaztea,1.0,190.0,73.41,Hasiberria,Nahasia,Pocket
Gizona,JESUS,GARRIDO,17.0,Nerabea,2.0,170.0,55.5,Aurreratua,Dinamikoa,Edge
Emakumea,JOSEFA,RUBIO,31.0,Gaztea,2.0,162.0,65.02,Erdikoa,Nahasia,Sloper
Emakumea,BEATRIZ,PRIETO,17.0,Nerabea,4.0,165.0,58.09,Erdikoa,Dinamikoa,Crimp
Gizona,FRANCISCO JOSE,BRAVO,45.0,Heldua,0.0,182.0,76.32,Hasiberria,Nahasia,Crimp
Emakumea,MARIA ANGELES,MONTERO,29.0,Gaztea,6.0,158.0,65.39,Erdikoa,Estatikoa,Crimp
Gizona,PEDRO,TORRES,15.0,Nerabea,6.0,174.0,51.25,Profesionala,Nahasia,Crimp
Gizona,IÑIGO,MARIN,48.0,Heldua,8.0,180.0,73.29,Profesionala,Dinamikoa,Pocket
Emakumea,MARIA ROSARIO,SANTANA,18.0,Nerabea,3.0,152.0,55.68,Erdikoa,Estatikoa,Pocket
Emakumea,IRATXE,MARTINEZ,54.0,Heldua,1.0,155.0,77.76,Hasiberria,Dinamikoa,Pocket
Gizona,IÑAKI,FUENTES,33.0,Gaztea,27.0,180.0,87.54,Aurreratua,Dinamikoa,Pocket
Emakumea,SONIA,PARRA,25.0,Gaztea,2.0,157.0,74.97,Erdikoa,Dinamikoa,Mono
Emakumea,CARMEN,PRIETO,30.0,Gaztea,1.0,167.0,60.42,Hasiberria,Dinamikoa,Crimp
Gizona,DANIEL,ROMERO,32.0,Gaztea,2.0,164.0,77.99,Erdikoa,Dinamikoa,Sloper
Gizona,SERGIO,ALONSO,16.0,Nerabea,0.0,173.0,62.01,Hasiberria,Nahasia,Edge
Gizona,DIEGO,HERRERA,46.0,Heldua,5.0,171.0,70.52,Hasiberria,Nahasia,Sloper
Gizona,JON,DELGADO,26.0,Gaztea,3.0,163.0,62.49,Erdikoa,Dinamikoa,Jug
Emakumea,ALICIA,MORENO,32.0,Gaztea,3.0,170.0,65.01,Erdikoa,Dinamikoa,Crimp
Gizona,RAUL,SANCHEZ,21.0,Gaztea,8.0,175.0,65.94,Profesionala,Estatikoa,Edge
Emakumea,AMAIA,VAZQUEZ,14.0,Nerabea,11.0,168.0,51.0,Aurreratua,Nahasia,Pocket
Gizona,IÑIGO,DIEZ,14.0,Nerabea,0.0,177.0,71.83,Hasiberria,Nahasia,Jug
Emakumea,ANA,GALLARDO,17.0,Nerabea,4.0,163.0,50.12,Erdikoa,Nahasia,Jug
Gizona,IKER,LOPEZ,29.0,Gaztea,0.0,185.0,77.2,Hasiberria,Estatikoa,Sloper
Gizona,SERGIO,VEGA,31.0,Gaztea,3.0,171.0,73.12,Erdikoa,Dinamikoa,Pinch
Emakumea,CARMEN,GUTIERREZ,25.0,Gaztea,0.0,170.0,68.98,Hasiberria,Estatikoa,Pinch
Emakumea,MARIA CARMEN,GUERRERO,19.0,Nerabea,2.0,149.0,62.43,Profesionala,Nahasia,Crimp
Gizona,JOSE MANUEL,SANTANA,23.0,Gaztea,6.0,176.0,72.49,Erdikoa,Estatikoa,Crimp
Gizona,VICENTE,SUAREZ,16.0,Nerabea,2.0,164.0,60.19,Aurreratua,Nahasia,Sloper
Emakumea,IRENE,ORTIZ,30.0,Gaztea,4.0,153.0,62.5,Erdikoa,Nahasia,Sloper
Gizona,JOSE ANTONIO,RUIZ,26.0,Gaztea,2.0,167.0,75.15,Aurreratua,Nahasia,Mono
Emakumea,CRISTINA,IGLESIAS,30.0,Gaztea,3.0,175.0,55.5,Erdikoa,Dinamikoa,Sloper
Gizona,AITOR,MOLINA,27.0,Gaztea,5.0,165.0,66.74,Aurreratua,Dinamikoa,Sloper
Emakumea,SUSANA,CABALLERO,19.0,Nerabea,1.0,164.0,52.36,Hasiberria,Estatikoa,Crack
Gizona,JOSE MIGUEL,SANTIAGO,27.0,Gaztea,4.0,170.0,86.46,Hasiberria,Dinamikoa,Sloper
Gizona,JUAN,RUIZ,14.0,Nerabea,1.0,173.0,61.59,Erdikoa,Estatikoa,Crimp
Emakumea,ANA BELEN,RIVERA,32.0,Gaztea,4.0,168.0,74.16,Aurreratua,Dinamikoa,Edge
Emakumea,MARIA ROSARIO,AGUILAR,34.0,Gaztea,2.0,167.0,72.09,Erdikoa,Dinamikoa,Jug
Gizona,MIKEL,FERRER,18.0,Nerabea,11.0,166.0,79.08,Aurreratua,Nahasia,Edge
Emakumea,MARIA TERESA,MARTIN,39.0,Heldua,0.0,165.0,70.17,Hasiberria,Dinamikoa,Crimp
Gizona,JOSE,FERNANDEZ,24.0,Gaztea,1.0,181.0,89.68,Erdikoa,Dinamikoa,Edge
Emakumea,MARTA,SANCHEZ,35.0,Gaztea,1.0,161.0,81.16,Hasiberria,Nahasia,Edge
Gizona,ALBERTO,DELGADO,30.0,Gaztea,3.0,185.0,81.34,Erdikoa,Estatikoa,Jug
Gizona,JON,DIEZ,22.0,Gaztea,6.0,194.0,76.15,Aurreratua,Estatikoa,Edge
Gizona,JUAN CARLOS,MEDINA,21.0,Gaztea,4.0,172.0,73.39,Erdikoa,Nahasia,Sloper
Gizona,JOAQUIN,GARCIA,25.0,Gaztea,1.0,189.0,69.79,Erdikoa,Nahasia,Pinch
Emakumea,ENCARNACION,GALLEGO,33.0,Gaztea,2.0,155.0,71.18,Aurreratua,Nahasia,Pinch
Gizona,FRANCISCO,IBAÑEZ,27.0,Gaztea,0.0,171.0,67.78,Hasiberria,Dinamikoa,Mono
Gizona,JOSE MANUEL,VELASCO,25.0,Gaztea,8.0,170.0,75.97,Elitea,Dinamikoa,Jug
Gizona,JUAN CARLOS,ALONSO,18.0,Nerabea,9.0,174.0,67.87,Aurreratua,Estatikoa,Jug
Emakumea,MARIA ISABEL,RAMIREZ,25.0,Gaztea,10.0,166.0,80.48,Erdikoa,Estatikoa,Mono
Gizona,JORGE,DELGADO,25.0,Gaztea,6.0,183.0,75.44,Aurreratua,Nahasia,Sloper
Gizona,JON,PEÑA,20.0,Nerabea,2.0,173.0,58.97,Erdikoa,Dinamikoa,Crimp
Emakumea,MARIA BEGOÑA,LORENZO,29.0,Gaztea,5.0,168.0,72.98,Erdikoa,Nahasia,Sloper
Emakumea,AMPARO,BRAVO,45.0,Heldua,4.0,162.0,76.49,Erdikoa,Dinamikoa,Volume
Emakumea,MARIA,GONZALEZ,52.0,Heldua,8.0,160.0,73.46,Aurreratua,Dinamikoa,Sloper
Emakumea,CRISTINA,LORENZO,18.0,Nerabea,2.0,155.0,49.91,Erdikoa,Nahasia,Crimp
Gizona,SERGIO,DOMINGUEZ,18.0,Nerabea,2.0,166.0,66.55,Erdikoa,Nahasia,Sloper
Gizona,JOSE,GUERRERO,16.0,Nerabea,7.0,174.0,70.15,Aurreratua,Nahasia,Crimp
Gizona,LUIS,SANTOS,51.0,Heldua,8.0,175.0,71.05,Elitea,Dinamikoa,Edge
Gizona,ALBERTO,MONTERO,39.0,Heldua,6.0,171.0,84.96,Profesionala,Nahasia,Crimp
Gizona,JOSE ANTONIO,TORRES,26.0,Gaztea,6.0,181.0,71.67,Profesionala,Dinamikoa,Mono
Emakumea,MARIA JOSE,IBAÑEZ,31.0,Gaztea,1.0,167.0,63.47,Hasiberria,Estatikoa,Edge
Gizona,MIKEL,IBAÑEZ,15.0,Nerabea,6.0,164.0,64.74,Elitea,Nahasia,Crimp
Gizona,XABIER,DIAZ,29.0,Gaztea,11.0,190.0,77.06,Profesionala,Estatikoa,Sloper
Emakumea,LAURA,CASTILLO,20.0,Nerabea,0.0,165.0,53.32,Hasiberria,Nahasia,Pinch
Gizona,MANUEL,DOMINGUEZ,34.0,Gaztea,11.0,179.0,70.77,Erdikoa,Estatikoa,Mono
Emakumea,ROSA,HERNANDEZ,27.0,Gaztea,2.0,177.0,70.95,Aurreratua,Dinamikoa,Mono
Emakumea,ANA ISABEL,CALVO,33.0,Gaztea,9.0,161.0,76.98,Profesionala,Estatikoa,Pinch
Emakumea,SUSANA,GIMENEZ,38.0,Heldua,10.0,165.0,76.02,Elitea,Nahasia,Jug
Gizona,PEDRO,IGLESIAS,16.0,Nerabea,4.0,161.0,77.97,Hasiberria,Estatikoa,Mono
Gizona,JOSE RAMON,SUAREZ,55.0,Heldua,5.0,166.0,81.79,Hasiberria,Estatikoa,Mono
Emakumea,BEGOÑA,PEREZ,22.0,Gaztea,2.0,160.0,61.45,Aurreratua,Dinamikoa,Pinch
Emakumea,CARMEN,RUIZ,39.0,Heldua,5.0,160.0,71.29,Erdikoa,Nahasia,Sloper
Gizona,DANIEL,CASTRO,20.0,Nerabea,4.0,168.0,50.65,Erdikoa,Estatikoa,Edge
Emakumea,ESTIBALIZ,JIMENEZ,21.0,Gaztea,8.0,164.0,82.11,Aurreratua,Dinamikoa,Mono
Gizona,ALFONSO,LEON,16.0,Nerabea,1.0,161.0,63.73,Hasiberria,Nahasia,Jug
Emakumea,MARIA DOLORES,PRIETO,14.0,Nerabea,2.0,160.0,57.72,Erdikoa,Dinamikoa,Crimp
Emakumea,SARA,RAMOS,22.0,Gaztea,1.0,158.0,65.8,Aurreratua,Nahasia,Jug
Gizona,RUBEN,MARIN,43.0,Heldua,8.0,162.0,81.82,Aurreratua,Nahasia,Crimp
Emakumea,LEIRE,ORTEGA,50.0,Heldua,5.0,157.0,70.52,Profesionala,Nahasia,Mono
Gizona,RAUL,LORENZO,19.0,Nerabea,0.0,172.0,68.35,Aurreratua,Nahasia,Crimp
Emakumea,SONIA,FERNANDEZ,29.0,Gaztea,1.0,152.0,75.92,Hasiberria,Estatikoa,Mono
Emakumea,IRATI,FLORES,16.0,Nerabea,4.0,162.0,64.14,Erdikoa,Estatikoa,Mono
Gizona,ANGEL,MONTERO,35.0,Gaztea,4.0,169.0,79.32,Profesionala,Estatikoa,Sloper
Emakumea,MARIA TERESA,DIEZ,24.0,Gaztea,6.0,160.0,84.98,Aurreratua,Estatikoa,Edge
Gizona,JUAN,RAMIREZ,14.0,Nerabea,3.0,173.0,69.74,Aurreratua,Nahasia,Pocket
Gizona,PABLO,HERNANDEZ,31.0,Gaztea,14.0,189.0,81.1,Aurreratua,Estatikoa,Pinch
Emakumea,MARIA JOSE,LOZANO,32.0,Gaztea,0.0,169.0,84.49,Hasiberria,Dinamikoa,Mono
Gizona,ASIER,SANCHEZ,21.0,Gaztea,6.0,173.0,89.77,Aurreratua,Dinamikoa,Crimp
Gizona,JULEN,FERNANDEZ,23.0,Gaztea,4.0,192.0,64.14,Aurreratua,Nahasia,Pinch
Emakumea,MARIA JOSEFA,PEÑA,20.0,Nerabea,10.0,165.0,53.5,Aurreratua,Nahasia,Pinch
Emakumea,ANA BELEN,GARCIA,32.0,Gaztea,12.0,167.0,79.44,Aurreratua,Estatikoa,Edge
Gizona,DAVID,CARMONA,14.0,Nerabea,11.0,176.0,77.41,Aurreratua,Dinamikoa,Jug
Gizona,FERNANDO,CALVO,25.0,Gaztea,9.0,189.0,62.33,Aurreratua,Dinamikoa,Sloper
Gizona,MANUEL,ROMAN,18.0,Nerabea,15.0,164.0,58.62,Profesionala,Nahasia,Volume
Emakumea,MONICA,IGLESIAS,27.0,Gaztea,3.0,161.0,62.28,Hasiberria,Dinamikoa,Mono
Gizona,JUAN,VELASCO,48.0,Heldua,0.0,166.0,80.84,Hasiberria,Nahasia,Crimp
Gizona,DAVID,VAZQUEZ,22.0,Gaztea,4.0,171.0,62.55,Erdikoa,Estatikoa,Edge
Emakumea,CARMEN,FERRER,20.0,Nerabea,0.0,155.0,47.62,Erdikoa,Dinamikoa,Pocket
Gizona,JOSE MANUEL,TORRES,38.0,Heldua,1.0,189.0,82.99,Hasiberria,Dinamikoa,Sloper
Gizona,PABLO,CARRASCO,35.0,Gaztea,3.0,166.0,79.81,Aurreratua,Dinamikoa,Volume
Emakumea,ANE,MORA,20.0,Nerabea,9.0,164.0,52.61,Aurreratua,Dinamikoa,Sloper
Emakumea,BEATRIZ,SUAREZ,40.0,Heldua,6.0,165.0,77.33,Aurreratua,Nahasia,Pinch
Emakumea,MARIA ISABEL,RAMOS,21.0,Gaztea,2.0,160.0,73.5,Aurreratua,Dinamikoa,Pinch
Gizona,MARKEL,MONTERO,36.0,Heldua,4.0,175.0,77.42,Aurreratua,Estatikoa,Pinch
Gizona,JUAN,PARRA,35.0,Gaztea,4.0,172.0,78.53,Aurreratua,Dinamikoa,Volume
Emakumea,MARTA,SANTOS,20.0,Nerabea,9.0,145.0,54.81,Aurreratua,Nahasia,Jug
Gizona,MARKEL,ORTEGA,50.0,Heldua,5.0,178.0,71.42,Aurreratua,Dinamikoa,Jug
Emakumea,ANGELA,GUERRERO,38.0,Heldua,4.0,156.0,79.34,Erdikoa,Nahasia,Sloper
Gizona,ADRIAN,GIMENEZ,43.0,Heldua,1.0,176.0,84.25,Hasiberria,Estatikoa,Crack
Gizona,OSCAR,CANO,32.0,Gaztea,1.0,176.0,63.8,Erdikoa,Nahasia,Pinch
Emakumea,ISABEL,GONZALEZ,47.0,Heldua,7.0,174.0,71.81,Profesionala,Nahasia,Jug
Gizona,DANIEL,MENDEZ,17.0,Nerabea,9.0,171.0,67.3,Aurreratua,Dinamikoa,Sloper
Emakumea,LAURA,SERRANO,19.0,Nerabea,4.0,155.0,50.86,Erdikoa,Dinamikoa,Mono
Gizona,JUAN JOSE,SOTO,38.0,Heldua,0.0,165.0,87.3,Hasiberria,Nahasia,Sloper
Gizona,PEDRO,IGLESIAS,31.0,Gaztea,0.0,170.0,76.62,Hasiberria,Dinamikoa,Sloper
Gizona,ALFONSO,ORTIZ,15.0,Nerabea,1.0,185.0,50.85,Hasiberria,Dinamikoa,Jug
Gizona,MANUEL,GUTIERREZ,47.0,Heldua,5.0,170.0,82.72,Aurreratua,Dinamikoa,Crimp
Emakumea,MARIA VICTORIA,VAZQUEZ,19.0,Nerabea,9.0,149.0,64.93,Erdikoa,Dinamikoa,Pinch
Gizona,ANDER,FLORES,43.0,Heldua,0.0,173.0,73.55,Aurreratua,Estatikoa,Jug
Emakumea,CARMEN,PASCUAL,31.0,Gaztea,9.0,167.0,55.29,Erdikoa,Nahasia,Jug
Gizona,IBAI,SOLER,40.0,Heldua,1.0,177.0,83.65,Erdikoa,Nahasia,Crimp
Gizona,JUAN JOSE,CALVO,48.0,Heldua,4.0,182.0,77.75,Erdikoa,Dinamikoa,Pinch
Gizona,FRANCISCO JAVIER,CALVO,52.0,Heldua,4.0,189.0,83.13,Aurreratua,Nahasia,Crack
Gizona,JON,SAEZ,21.0,Gaztea,4.0,160.0,72.35,Aurreratua,Estatikoa,Pinch
Gizona,JOSE MARIA,LOZANO,30.0,Gaztea,4.0,161.0,73.22,Erdikoa,Estatikoa,Jug
Emakumea,MARIA JOSEFA,DIEZ,31.0,Gaztea,6.0,168.0,69.16,Profesionala,Nahasia,Sloper
Emakumea,ANGELA,REYES,14.0,Nerabea,1.0,161.0,61.21,Hasiberria,Estatikoa,Crimp
Emakumea,AINARA,DOMINGUEZ,33.0,Gaztea,22.0,178.0,65.5,Aurreratua,Estatikoa,Sloper
Emakumea,PAULA,PRIETO,21.0,Gaztea,4.0,162.0,70.18,Erdikoa,Nahasia,Mono
Gizona,IÑAKI,GIL,22.0,Gaztea,9.0,172.0,89.04,Aurreratua,Dinamikoa,Sloper
Emakumea,MARTA,MARTIN,45.0,Heldua,9.0,161.0,74.52,Aurreratua,Dinamikoa,Crimp
Gizona,JOAQUIN,CALVO,17.0,Nerabea,1.0,172.0,64.72,Hasiberria,Estatikoa,Crimp
Gizona,AITOR,MEDINA,27.0,Gaztea,3.0,163.0,63.75,Aurreratua,Dinamikoa,Sloper
Emakumea,LAURA,PEREZ,30.0,Gaztea,1.0,170.0,66.76,Hasiberria,Estatikoa,Pinch
Emakumea,ANA ISABEL,RAMOS,15.0,Nerabea,7.0,168.0,45.89,Aurreratua,Dinamikoa,Sloper
Gizona,FRANCISCO,HERRERO,26.0,Gaztea,5.0,177.0,78.55,Erdikoa,Nahasia,Edge
Gizona,JOSU,MEDINA,16.0,Nerabea,1.0,179.0,68.77,Hasiberria,Dinamikoa,Sloper
Gizona,LUIS,SAEZ,26.0,Gaztea,6.0,193.0,61.25,Erdikoa,Dinamikoa,Sloper
Gizona,JUAN MANUEL,GIMENEZ,36.0,Heldua,8.0,187.0,73.63,Aurreratua,Estatikoa,Crimp
Emakumea,IRATXE,GOMEZ,19.0,Nerabea,6.0,167.0,60.09,Aurreratua,Nahasia,Crack
Gizona,JUAN,BLANCO,30.0,Gaztea,8.0,185.0,70.13,Elitea,Estatikoa,Pinch
Emakumea,MARIA ISABEL,HERRERA,45.0,Heldua,0.0,161.0,73.67,Hasiberria,Nahasia,Edge
Gizona,JOSE RAMON,PASCUAL,20.0,Nerabea,5.0,173.0,72.56,Aurreratua,Nahasia,Pinch
Gizona,PEDRO,RAMOS,24.0,Gaztea,3.0,185.0,77.92,Erdikoa,Nahasia,Edge
Emakumea,ESTIBALIZ,ROMERO,22.0,Gaztea,8.0,179.0,74.24,Aurreratua,Nahasia,Pinch
Emakumea,SONIA,ROJAS,15.0,Nerabea,2.0,163.0,54.09,Aurreratua,Nahasia,Volume
Emakumea,CONCEPCION,MORENO,26.0,Gaztea,3.0,170.0,81.1,Aurreratua,Nahasia,Mono
Emakumea,CRISTINA,VIDAL,30.0,Gaztea,2.0,167.0,66.63,Aurreratua,Nahasia,Pinch
Emakumea,MARIA JOSEFA,JIMENEZ,27.0,Gaztea,4.0,168.0,69.7,Aurreratua,Dinamikoa,Pinch
Gizona,MANUEL,GUERRERO,38.0,Heldua,5.0,188.0,83.91,Erdikoa,Dinamikoa,Volume
Emakumea,MARIA CARMEN,ORTIZ,15.0,Nerabea,1.0,155.0,69.11,Hasiberria,Dinamikoa,Crimp
Gizona,CARLOS,GALLARDO,23.0,Gaztea,6.0,166.0,82.77,Aurreratua,Estatikoa,Sloper
Gizona,VICENTE,LOZANO,19.0,Nerabea,0.0,163.0,74.21,Hasiberria,Estatikoa,Jug
Gizona,JOAQUIN,MOYA,25.0,Gaztea,10.0,165.0,70.57,Aurreratua,Nahasia,Edge
Emakumea,FRANCISCA,FERNANDEZ,35.0,Gaztea,5.0,151.0,83.51,Erdikoa,Dinamikoa,Crack
Gizona,JOSE RAMON,GOMEZ,22.0,Gaztea,5.0,177.0,77.23,Erdikoa,Dinamikoa,Volume
Emakumea,CRISTINA,LEON,30.0,Gaztea,1.0,167.0,72.09,Hasiberria,Dinamikoa,Sloper
Gizona,DIEGO,CASTRO,55.0,Heldua,7.0,176.0,76.27,Erdikoa,Nahasia,Pocket
Gizona,JOSE ANTONIO,CABALLERO,46.0,Heldua,13.0,180.0,71.46,Aurreratua,Estatikoa,Sloper
Emakumea,DOLORES,ROJAS,47.0,Heldua,2.0,161.0,74.97,Aurreratua,Estatikoa,Sloper
